# i  x  y  z   fx  fy  fz   energy
310 13.5021 0.24978 7.91094 0.00795996 -0.0106522 -0.00456227 -0.0147417
311 -6.2997 -7.66526 7.79162 0.0139808 0.0110983 0.0023571 -0.0302025
312 4.39636 -15.813 -9.97409 -0.00690845 -0.0192003 0.0142394 -0.00888738
313 -5.63782 -2.89576 -11.1507 0.0253311 -0.0239095 -0.000194787 -0.028645
314 3.32641 3.64684 5.63441 0.0270924 -0.00601441 -0.0335923 -0.0243475
315 0.6932 2.30223 5.09352 -0.00320446 0.0104387 0.0111199 -0.0207783
316 -6.56086 -0.7829 7.04397 -0.00165062 0.000270546 -0.0078479 -0.0164908
317 -3.51654 7.26403 11.5283 -0.00888134 -0.0151732 0.016682 -0.0303305
318 -2.70124 4.09606 7.03062 0.0208005 -0.000727796 -0.0167986 -0.0272019
319 -15.6613 -0.20815 -4.21958 -0.0152332 -0.00859305 0.00274202 -0.00826827
320 -15.5765 -7.95442 6.49208 -0.0138429 -0.012361 0.00433073 -0.00934733
321 -12.4487 -15.6238 -9.7641 -0.00633976 -0.023422 -0.00308749 -0.0120608
322 2.85045 12.4568 -11.7882 -0.0314702 0.00245092 0.00451459 -0.0248313
323 -12.4704 4.54416 -3.68699 0.00455791 -0.00271429 0.0224816 -0.0238165
324 -3.11091 7.18456 -11.4114 -8.52176e-05 -0.0189898 0.0084905 -0.0169872
325 6.14836 8.53212 -10.356 0.003761 0.0132248 -0.00630464 -0.0241016
326 14.4982 4.75574 15.3959 0.0218846 -0.00161912 0.0123788 -0.0114433
327 10.927 10.6402 8.25673 0.0107256 0.0245472 0.0159499 -0.0228207
328 -14.459 -7.16451 -14.0608 -0.0502394 0.00229158 -0.0152994 -0.0178585
329 1.31013 1.1808 8.07218 -0.0110408 0.00812726 0.00225675 -0.0177583
330 6.15378 3.17959 9.31772 0.00242495 -0.0138788 0.00112578 -0.0241146
331 -11.3433 -11.2126 0.22642 -0.0110155 -0.0172608 0.0389111 -0.0277336
332 13.2652 3.47347 2.63712 0.0124006 0.0131145 0.00140355 -0.0141026
333 -1.45883 9.5567 1.8198 -0.0148313 -0.000216432 -0.0172343 -0.0214362
334 -4.405 -9.81253 -9.02836 0.0124489 0.00917554 0.00753958 -0.0157593
335 1.75149 -14.0154 11.1579 0.00188323 -0.00673458 0.00314515 -0.0101945
336 8.33915 6.16982 -9.55371 0.00622046 -0.00129408 -0.0254332 -0.0255472
337 4.80116 -5.41021 -7.21599 -0.00205569 -0.000120344 0.0315755 -0.0224111
338 -0.06249 2.05555 -4.92764 0.00683418 -0.00628916 0.00317448 -0.0177428
339 0.23295 13.9013 3.07377 -0.0049017 0.0215482 0.00595416 -0.0107022
340 5.45575 -0.17297 -13.0506 -0.00622149 0.000515519 -0.00752429 -0.0113469
341 -5.8951 -5.07146 -14.2948 -0.0202417 -0.0230851 -0.0136316 -0.0197753
342 -3.8233 -11.0224 -4.97351 -0.00844402 -0.00963897 -0.0191141 -0.0203063
343 9.84899 -1.2181 -7.35873 0.0100838 -0.00641962 0.0125481 -0.0192087
344 5.73484 5.12669 2.69625 -0.0181945 -0.0207754 0.0199151 -0.0233876
345 -11.9601 -9.79699 10.1712 -0.00223647 -0.00268969 0.00711086 -0.0211293
346 -3.11093 1.9693 -14.3883 0.0140112 -0.0115948 -0.0138456 -0.0203931
347 13.5448 12.0739 -5.43749 0.0244767 0.015028 -0.0214529 -0.0174357
348 6.5751 -14.5908 5.51182 0.00344457 -0.0223486 2.4085e-06 -0.0143627
349 4.32741 1.5473 13.9549 0.00840713 0.00608955 0.0198296 -0.0127187
350 14.6454 14.862 1.37023 0.0130605 0.00522296 0.0181191 -0.00583116
351 3.60767 1.62451 11.2309 0.00681801 0.00745932 -0.0143423 -0.0227567
352 7.88438 13.8684 2.58592 0.00850301 0.00900705 -0.0112647 -0.00894153
353 6.3343 7.44575 -12.7954 -0.00112705 -0.00641043 -0.0163431 -0.0182198
354 13.7084 0.85493 1.33807 0.0271051 0.00981014 -0.0139885 -0.0202822
355 -4.18531 4.43952 1.82644 -0.0139246 0.00111794 -0.00898166 -0.0237649
356 11.0586 2.96516 4.81046 0.00268618 0.00865322 -0.00147815 -0.0283531
357 0.09753 6.41818 1.28493 -0.0286788 -0.00822151 -0.0332926 -0.036645
358 -2.86636 -4.34944 8.07559 0.00311847 0.00847964 -0.00472544 -0.0139376
359 -2.68183 -3.8719 13.7475 -0.00957191 0.00709588 0.0133454 -0.0183018
360 -15.4118 -14.6908 -10.7798 -0.0094125 -0.00145865 -0.00253103 -0.00404448
361 -6.54939 13.584 4.28164 -0.0101315 -0.0113478 0.0218169 -0.0255997
362 9.68314 6.62327 5.88885 -0.00463056 -0.0095139 0.00543716 -0.0260856
363 5.50861 10.2572 10.8227 -0.0172678 0.00719371 -0.00646284 -0.0296274
364 -6.64685 10.5922 -3.38023 0.0274413 -0.00782022 -0.0267228 -0.0260599
365 6.16663 -3.74306 5.17443 0.0132365 0.00219264 0.0159177 -0.0306564
366 7.32858 11.8129 7.40439 0.00131141 -0.0392097 0.00858574 -0.024364
367 -5.84832 9.21705 11.5819 0.00382603 0.00840146 -0.0131232 -0.0226228
368 4.89491 -2.31221 7.32826 -0.00843248 -0.00564134 0.00807568 -0.0232531
369 13.2446 9.70814 10.7788 0.0100703 0.0057867 0.00486306 -0.00950556
370 5.06481 -5.74807 8.92816 0.0116537 -0.0119297 0.0204857 -0.0176519
371 4.72861 -3.17555 10.6502 0.00146497 -0.0167124 -0.015183 -0.0235617
372 7.41472 -5.97069 -12.0225 0.0147034 -0.0317081 -0.00697446 -0.028903
373 10.0301 -11.8316 2.32076 0.00164716 0.0108439 0.0342607 -0.0228781
374 3.69977 -0.74948 1.98065 0.00230769 0.00563034 0.0271627 -0.0266909
375 9.49044 2.83249 -3.19068 0.00167144 -0.0041594 0.0059833 -0.0172163
376 8.84723 8.68444 -2.16712 -0.0013525 -0.00964408 -0.023418 -0.0261714
377 -8.03183 -7.24634 -12.5696 0.0114992 -0.0034902 -0.00592466 -0.0251081
378 13.1842 -7.54413 3.65074 0.00344857 -0.0237333 -0.0119295 -0.0217525
379 -13.7254 10.985 0.18822 -0.016223 -0.0120799 0.0193446 -0.025371
380 4.15682 2.07294 2.26041 0.00675009 0.0154434 0.0134957 -0.0191479
381 -13.4988 -14.6905 -1.00196 -0.00115479 -0.0111634 0.011612 -0.00797956
382 11.1559 -12.3063 -5.95258 0.0145006 -0.00271263 -0.0111815 -0.0171139
383 -11.8423 -12.5148 3.12705 0.0028106 -0.0252582 -0.000960503 -0.0243873
384 -0.97967 -7.54235 -14.872 -0.00240308 0.0154114 -0.0127516 -0.0105319
385 9.43405 12.5969 5.14507 -0.00505645 0.00857853 -0.0220451 -0.0258451
386 6.40051 -12.5831 -7.51264 -0.00338072 -0.00925779 -0.00485493 -0.020032
387 -8.28567 11.4398 3.72083 -0.023902 0.00776207 -0.00629298 -0.0279153
388 -1.30949 0.49213 0.33812 0.0175371 -0.00211919 -0.0187172 -0.0183413
389 13.4675 9.5211 4.45412 0.028351 0.0329446 0.00674691 -0.0259124
390 13.9832 -12.1502 -12.7277 0.00929524 -0.00313614 -0.0141353 -0.00843214
391 8.19369 -15.1613 11.9791 -0.0224951 -0.0280067 0.00576944 -0.0128177
392 12.424 7.66046 -8.71993 0.000586423 0.00478401 -0.0193435 -0.0202924
393 1.99149 -9.55631 2.29737 0.00344163 0.000358886 0.0114635 -0.0242297
394 -7.67719 -1.74774 -11.7098 -0.0311379 0.0265972 -0.0256605 -0.0300643
395 -5.50386 -0.43398 -9.51652 0.00692168 0.0015401 -0.00343548 -0.0219648
396 10.3846 7.56571 -12.3486 0.000175568 0.0193854 0.0113628 -0.0150187
397 4.71592 13.8311 -13.2053 0.00481676 0.0355802 -0.0124177 -0.0155105
398 -0.49154 -10.3728 -14.7524 -0.0248178 -0.00950889 -0.0205271 -0.0201775
399 -14.2248 10.4765 12.9604 -0.00698434 0.0185493 0.0204217 -0.0105658
400 11.4681 -5.87521 -6.07966 0.0153891 -0.00982089 0.00144532 -0.0248554
401 -3.43791 -4.84347 -13.1544 0.01933 -0.0181225 -0.00745921 -0.0250275
402 4.71047 5.7441 -4.94967 0.00526141 0.000717413 0.00347285 -0.0198858
403 11.1508 5.10648 8.62162 -0.0101105 0.00170265 0.00723006 -0.0278552
404 3.96172 -1.08904 -0.69531 0.0137149 0.0108589 -0.0218034 -0.0308878
405 8.96058 1.91869 8.89742 -0.0222873 -0.0111551 0.00217132 -0.027073
406 -11.6727 10.1855 -1.22201 0.0211304 -0.00585619 -0.0200913 -0.0218173
407 -12.3468 -8.13961 6.9059 -0.0384415 -0.0166178 0.01694 -0.0248107
408 1.83773 14.1371 -4.02747 0.0124969 0.0113924 -0.00666076 -0.0171982
409 8.96822 -1.38024 1.76513 -0.0183605 0.0144662 -0.00854435 -0.0269219
410 -3.99494 -1.71322 -0.37616 -0.00129549 -0.00554588 -0.0105564 -0.0162164
411 1.38531 7.53694 -11.4891 0.00024355 0.00779559 0.0140618 -0.0226363
412 12.7787 -15.2115 -11.9649 0.00161583 -0.0126206 -0.00364697 -0.00611718
413 11.1409 -7.34134 -0.10626 -0.0219449 0.0129461 -0.000647701 -0.026705
414 -13.3679 4.38044 -12.3908 0.0099996 0.0133939 0.0243445 -0.0165209
415 11.1924 12.1097 -0.25186 -0.000724643 0.00452985 0.00151821 -0.0123817
416 -11.9336 8.15063 9.9569 0.0226882 -0.00816481 0.00802633 -0.0229496
417 -9.9723 -5.40801 13.787 -0.00885348 -0.0224179 0.00218042 -0.0164928
418 13.5917 0.90048 11.2316 0.00323463 -0.0161756 0.00246135 -0.0201684
419 9.09714 -14.7821 -9.41442 -0.006053 -0.000669746 -0.0193132 -0.0148809
420 -5.60985 7.19189 0.73875 -0.0191067 0.0143256 -0.00673554 -0.0244575
421 -15.6902 -14.8861 11.9596 -0.0165913 -0.0217871 -0.000650547 -0.0102296
422 3.42229 -11.7829 3.57531 -0.00605219 -0.0106577 0.0266033 -0.0251273
423 -4.07116 -5.15209 -2.72434 -0.0156197 -0.00865039 0.0334762 -0.0287802
424 -14.0056 -3.32087 -6.34247 -0.0167517 0.011692 0.00976233 -0.0162034
425 1.99707 7.87452 1.51607 0.0353701 0.0365059 0.00446967 -0.0287402
426 -6.2742 -1.56919 -6.1535 -0.0211577 -0.00835939 0.0122483 -0.0270783
427 1.85612 9.07463 -2.68219 0.00622884 0.0120746 0.000558718 -0.0245245
428 14.0716 -12.786 10.2393 0.0165711 -0.00135641 -0.00491206 -0.0145769
429 9.59616 -2.21641 12.1195 -0.00649268 -0.010504 -0.00944415 -0.0175017
430 -8.39433 13.1189 11.5142 0.00570437 0.0143107 -0.00403996 -0.0177399
431 5.59493 -14.0269 -11.6532 0.0124328 0.00807864 0.0263338 -0.0228288
432 12.4906 -8.26763 -12.1299 0.0256038 0.020905 0.00885119 -0.0272646
433 -5.02317 4.17877 13.5053 -0.0185021 0.0206247 0.0179812 -0.0185578
434 15.3617 2.06133 9.53159 0.0244059 0.0131882 -0.00913415 -0.0106165
435 -10.8066 10.7164 5.26179 -0.00659791 0.00360906 -0.00255775 -0.0166702
436 -1.70069 -10.8761 -0.97023 -0.00722164 0.00898789 -0.0185265 -0.0225368
437 -14.7724 5.95407 4.78295 -0.0175296 0.00299651 -0.00781767 -0.0142957
438 -15.1668 -7.07124 2.49712 -0.0460059 -0.00594307 -0.00939905 -0.0211321
439 6.43679 -8.63794 -5.74933 0.00731739 -0.00882846 -0.0180488 -0.0295443
440 -8.18683 -8.59156 -2.82078 -0.0114631 0.0155459 -0.000209254 -0.0175735
441 2.81488 9.74179 8.91022 -0.00922343 -0.0115431 0.0262853 -0.0238858
442 12.4712 5.0538 -9.64043 0.000587035 0.00715786 -0.0262429 -0.0260398
443 14.1758 12.1217 -9.34511 0.0207009 0.00454209 0.0141224 -0.0160048
444 8.63019 6.29779 -0.19745 0.0244149 -0.00452719 0.00487723 -0.0225239
445 -3.60903 -10.9439 13.5771 -0.028595 -0.018722 0.0100843 -0.0246143
446 12.0831 7.80497 3.39508 -0.0183894 -0.0366303 -0.0130603 -0.0250504
447 2.75102 -6.79867 -14.1692 -0.0116267 -0.00930579 -0.0318473 -0.0188679
448 -7.99562 -14.681 -15.0762 -0.00503058 -0.00662047 -0.0181588 -0.00681096
449 -15.2205 8.76971 3.59945 -0.0168449 -0.00693966 -0.014025 -0.0118539
450 -0.05936 10.8738 -1.20484 0.0356324 0.0163481 0.00805487 -0.032429
451 8.60134 -14.3685 9.1144 -0.00334553 -0.00269973 -0.0111477 -0.0102228
452 -8.12245 -1.42249 -2.12159 -0.0209036 0.00633527 0.00898142 -0.0240186
453 10.5004 -9.37929 -7.77338 -0.0075548 -0.01408 0.0119029 -0.0184079
454 11.3926 5.53442 -3.52249 -0.00352426 0.0124634 0.0187555 -0.0182311
455 11.0902 -9.3315 10.3725 0.0101486 -0.0129486 -0.00915289 -0.020083
456 5.85089 4.48203 -7.17677 0.0084429 -0.00184929 0.0181961 -0.0218655
457 0.14127 -7.99942 10.6548 -0.0219992 -0.0052289 -0.0178993 -0.0267511
458 1.65042 7.81896 -5.18795 0.0244766 -0.0141505 0.00514467 -0.027255
459 15.2462 -5.29635 11.7125 0.0338583 -0.000473507 -0.00229715 -0.0184917
460 -12.597 7.69066 0.18996 -0.00400492 0.000978082 -0.000758228 -0.0224336
461 -10.7014 0.27326 12.6062 0.0091021 -0.0142845 0.0181673 -0.0258201
462 -1.1316 4.55531 15.0729 -0.00856783 0.00686431 0.0293874 -0.0188793
463 -9.26101 7.317 8.59257 0.00559476 -0.00573991 0.0112921 -0.022468
464 -7.37388 1.3582 14.6995 -0.00896561 -0.00245505 0.0152522 -0.00860921
465 6.35958 11.9153 -14.4644 -0.0193437 0.00365588 -0.00867119 -0.0196683
466 7.66834 -11.4823 -9.6316 -0.00113766 0.000505501 0.00513777 -0.02079
467 -10.3807 10.3909 14.4312 0.00283838 0.0239369 0.01711 -0.0200687
468 9.30381 -8.77702 7.36572 0.0166433 -0.0243161 0.0108927 -0.0221844
469 3.06833 13.2607 -9.11052 0.0145086 0.0192843 0.0176779 -0.0166025
470 -4.41611 -11.2671 0.25449 -0.0035872 0.00442647 0.0012019 -0.0273346
471 3.69161 6.00571 0.31214 -0.00420738 -0.0152376 0.00255874 -0.0218469
472 6.30253 12.3763 -3.80288 -0.00428989 0.0109168 -2.9386e-05 -0.0344299
473 -13.2842 -4.53788 -12.917 -0.00613817 0.0020648 -0.0122225 -0.0173448
474 1.68779 -15.2233 -6.61392 -0.00225853 -0.0231818 -0.0057939 -0.0103416
475 10.3733 10.0566 2.55893 -0.0128801 0.00768727 0.00324207 -0.0184984
476 -6.04611 10.2727 15.3292 -0.0206268 0.0171626 0.0436597 -0.0188369
477 0.05716 2.03221 14.9022 -0.000972055 -0.0199089 0.00722884 -0.0125332
478 15.5446 4.91411 -11.1077 0.00881906 0.00132153 -0.00410733 -0.00464463
479 0.17424 1.5566 11.0635 0.0151913 -0.00380294 0.00106301 -0.0176187
480 4.91907 5.58682 12.3454 0.000903293 0.0113387 0.00230222 -0.0147116
481 0.26323 8.56624 -7.23931 0.0127044 0.0190289 -0.0137222 -0.0349404
482 3.00791 -2.03871 -6.6254 0.0100165 -0.016073 -0.0211923 -0.0227376
483 -13.7347 3.40575 2.5626 -0.0177774 0.00301277 -0.00296986 -0.0256032
484 -2.50792 -11.0881 10.539 -0.00870186 0.0210681 -0.0244163 -0.0333856
485 1.93735 0.26491 -2.04725 -0.0133597 0.00720404 0.00150397 -0.0215626
486 4.20867 -5.48898 -9.64378 -0.0153429 -0.0168358 -0.0259595 -0.0298941
487 -5.56385 -9.02152 -3.77094 0.00597027 0.017524 -4.97103e-05 -0.0241185
488 4.14196 11.6943 -1.13299 0.00635447 -0.0104262 -0.000562032 -0.0284165
489 -10.0536 2.53197 10.7903 0.00560642 0.0282771 0.0142544 -0.0249144
490 12.8723 13.0702 -15.708 0.00147182 0.000842745 -0.00278429 -0.00163958
491 10.9748 -0.07028 11.1597 0.00807608 -0.0162406 -0.0122157 -0.0229084
492 -4.9634 8.03613 -2.05138 0.0152317 0.0242602 -0.000712033 -0.0209258
493 1.2213 -9.46179 -11.6938 -0.0164712 -0.0100642 -0.0218583 -0.025752
494 -10.558 -12.2536 -3.87658 0.00944587 0.00864322 -0.0378882 -0.0287762
495 -5.24182 5.32915 -2.2052 0.00122915 -0.014881 0.010886 -0.0211942
496 -0.9873 12.093 5.96939 0.00811785 0.00619928 -0.0173158 -0.026506
497 -9.30058 8.05428 15.3522 -0.00165611 -0.00852408 0.0225985 -0.0182169
498 4.15448 5.36193 -14.9817 -0.0212088 0.0179884 -0.00963321 -0.0119453
499 14.0572 2.83728 13.0984 0.0148819 0.00755325 -0.00320955 -0.0200581
500 -2.23555 1.57237 7.73705 0.018958 -0.0173483 -0.000594428 -0.0206755
501 -5.41256 -11.5514 -2.39413 0.0170275 -0.000784015 0.00724912 -0.0261161
502 -2.99128 4.77113 -14.0929 -0.0149332 0.0356305 -0.0354722 -0.0193597
503 -12.0624 8.29861 14.2744 -0.027071 -0.00502907 0.0119862 -0.0171063
504 4.10154 -11.3526 1.20303 -0.0107729 0.00684351 -0.0265581 -0.0296961
505 12.94 10.0934 -7.64853 0.000541033 0.0170813 -0.00387536 -0.0213882
506 -11.584 -1.94496 15.0556 0.031288 0.0310675 0.0113511 -0.0204138
507 15.1449 -1.36914 5.73396 0.00903363 0.000179502 -0.00571997 -0.00595004
508 -4.297 11.0424 6.86117 -0.0263146 -0.00681755 0.014675 -0.0222766
509 -0.46927 -9.49022 1.39135 -0.0189301 0.00418879 -0.000276495 -0.0259467
510 4.69426 -8.56347 -0.72148 -0.005527 0.00444299 -0.000654173 -0.0232644
511 -14.3923 10.7496 5.29551 -0.00281973 -0.0209521 0.0146603 -0.0203612
512 -13.6318 -9.98859 13.0604 -0.0208597 0.0115419 -0.0148251 -0.0214857
513 -13.8905 2.30193 -9.63996 -0.00842989 0.00602505 -0.00764051 -0.0105162
514 5.66051 -5.24732 -4.17129 -0.0163232 0.0155522 0.0058105 -0.0266073
515 -3.84806 12.1655 2.9318 0.00401058 -0.000238683 -0.0146189 -0.0196437
516 -9.37596 -13.3851 0.84414 -0.0181614 -0.0146747 0.0384795 -0.0246307
517 -13.7813 13.3334 5.77757 0.0153799 0.0438066 -0.0046101 -0.0223256
518 -7.28084 5.39481 2.09721 0.00604559 0.0129995 -0.0189635 -0.0288649
519 -13.0313 -12.7796 -3.13324 -0.0184802 -0.00278309 0.0213847 -0.0262856
520 13.3106 -13.0857 -9.73346 0.0314473 -0.0290965 0.00585984 -0.0218475
521 14.4114 3.82833 -2.49942 0.030929 0.0157063 -0.00388508 -0.0127934
522 -13.0037 -12.6846 10.5544 -0.00742804 0.00987057 -0.0127817 -0.0209785
523 7.02328 -8.05408 2.43706 0.00941709 -0.00572479 -0.0114454 -0.026389
524 8.48565 1.55108 15.4267 -0.00738316 -0.00605898 0.0121192 -0.0101611
525 -1.78097 9.1074 15.4632 0.00205446 0.00986059 0.0168116 -0.01288
526 9.63873 2.14322 11.539 -0.00466319 0.0207797 0.0193022 -0.021378
527 11.8186 -2.5694 4.57838 0.0162717 0.0181633 0.00942648 -0.0223164
528 9.93133 -3.83469 -5.81109 0.0100905 0.032732 0.020556 -0.0256686
529 12.4428 -9.51863 -14.4166 0.0241685 -0.013373 -0.0468765 -0.0163584
530 -3.80343 -5.6333 -10.2657 -0.0198921 -0.0141141 0.00195564 -0.0297671
531 -12.0425 10.0448 7.93205 0.00577765 -0.00324818 -0.00712273 -0.0206024
532 4.24519 -7.91043 3.02176 -0.0115188 -0.00425076 0.000320487 -0.0235086
533 -13.9468 -1.25043 2.0154 -0.020504 -0.0241357 -0.00265709 -0.0187793
534 15.4208 -15.0049 4.20675 0.0318838 0.00380816 -0.00890068 -0.0102628
535 7.42878 9.55989 -14.5169 0.0170257 -0.0188903 -0.0106737 -0.0129964
536 -13.2357 -15.1005 7.4825 0.000772492 -0.0148713 -0.00806643 -0.0117159
537 -4.25314 -2.26206 11.3169 0.0264998 -0.0143519 0.00496628 -0.022312
538 9.721 -7.18383 2.10367 0.00165275 0.00550982 0.000338972 -0.0215136
539 -3.08375 0.85446 -10.5639 -0.00484273 0.00565694 -0.0169719 -0.0195985
540 -3.59272 13.0996 5.40535 0.00584673 0.0274582 0.0145778 -0.0250575
541 -13.4734 1.39235 12.4964 -0.00574035 0.015445 -0.00237563 -0.0197204
542 4.31568 13.5426 15.048 -0.00971744 -0.00312221 0.0100781 -0.006163
543 10.8731 6.43657 -6.52406 -0.0106023 0.0134898 0.0139224 -0.0224493
544 -13.2726 -11.8421 7.64003 -0.0268944 -0.00240105 0.00550055 -0.0172758
545 -2.25548 -5.76318 -7.81424 -0.00868848 -0.00433421 0.00417823 -0.023127
546 1.15049 11.0261 12.5121 0.00629171 -0.0171452 -0.00752233 -0.0186183
547 4.09282 11.3661 3.75503 -0.00450506 -0.0196585 0.00210197 -0.0282888
548 13.9978 -7.10612 -1.30893 0.0367052 -0.00587165 -0.0258609 -0.0248558
549 5.87424 4.19681 -9.7303 -0.00268943 -0.0028697 -0.0194037 -0.0228225
550 10.2349 1.81529 -7.20232 0.0016876 -0.000487594 0.00232624 -0.0152203
551 6.77325 14.9046 14.1261 0.0100502 0.0100571 0.00081295 -0.00605324
552 2.92408 -12.7833 -8.53446 0.000703247 0.00219712 -0.00905776 -0.0139969
553 4.79206 8.50813 -6.35646 0.00893443 -0.0125603 0.0127375 -0.0243171
554 2.27307 -12.6648 15.0246 -0.0199024 -0.00495742 0.0122416 -0.0138092
555 8.53387 13.4237 -14.8263 -0.00183322 0.0193526 -0.034209 -0.015208
556 -10.4692 -10.5778 -14.6378 0.0089365 0.00280153 -0.0200361 -0.0176956
557 9.94212 -15.4306 4.34237 0.00609757 -0.0247194 0.0265209 -0.0186607
558 1.24893 -9.70531 7.8012 0.00481536 0.012564 -0.0105327 -0.0285087
559 6.87443 -5.44786 -9.62005 0.00659251 0.00990187 0.0164596 -0.0288347
560 9.11051 9.02256 9.60798 -0.0186149 0.0150547 0.00562989 -0.0270817
561 -5.24954 0.81342 -5.53573 -0.00782637 0.00531479 0.00196375 -0.0312278
562 4.41297 -15.5216 2.16468 0.0204304 -0.0191053 -0.00966969 -0.0128764
563 -7.6351 -7.63478 13.7635 -0.00838749 -0.00532114 0.00905284 -0.0136906
564 -16.153 -15.6395 -2.91756 -0.0054933 -0.00318358 -0.00145267 -0.002698
565 4.50522 -15.5798 7.73432 -0.00097268 -0.00989518 0.00210941 -0.0072846
566 -8.70604 8.14427 -12.5433 0.0302309 0.000241227 -0.00808775 -0.0167372
567 -7.05697 -7.19186 1.28453 -0.0229625 0.00800127 0.00660171 -0.020178
568 -7.89877 10.5285 6.30991 -0.00102727 0.00639797 0.0128909 -0.0231664
569 10.9792 -12.223 -10.0093 -0.031323 0.00797557 -0.00228523 -0.0207376
570 8.54535 4.67629 7.88974 0.0115106 0.000277227 0.00596843 -0.0301555
571 6.2479 8.1821 6.79544 0.0167839 -0.00368373 -0.00893019 -0.023138
572 -1.87761 -11.9708 -8.47195 -0.0164905 -0.00474025 0.0119859 -0.0222675
573 13.7064 -9.61306 -6.6488 -0.00126509 -0.0186195 0.000405846 -0.0132427
574 -7.02218 -11.4922 2.20924 -0.00726898 0.0298222 -0.00742676 -0.0228601
575 -11.0662 -1.79468 -4.15973 0.00871817 -0.027001 0.00253897 -0.021526
576 -8.14141 10.1174 -1.52962 -0.0297703 -0.00522684 0.0241774 -0.0250189
577 -0.25696 8.66283 -13.3097 -0.00379273 0.0115845 -0.0185697 -0.0143834
578 -11.7073 -10.7106 5.83776 -0.00671063 -0.00838105 -4.53621e-05 -0.0277399
579 -6.06377 -6.3811 -8.98784 -0.00313235 0.00218846 0.0159712 -0.0199705
580 -4.07462 -8.19857 2.77225 -0.00205989 0.00261047 -0.0121021 -0.0242864
581 -9.11833 -5.23199 -5.67922 0.0207499 -0.0077389 -0.0152583 -0.017553
582 10.1842 -4.08199 14.2524 0.0017823 -0.00980534 0.012862 -0.0135659
583 -4.26516 -13.8366 -14.0812 0.0110752 -0.0309507 -0.00431928 -0.014083
584 15.4894 13.1116 -11.6383 0.0128739 0.00970249 -0.0130165 -0.00651218
585 -0.0051 -2.48413 -12.6391 0.00230579 -0.0331026 -0.0074459 -0.017961
586 13.6471 -6.0093 -7.70668 0.0150228 0.0244674 -0.0180175 -0.0191124
587 -9.56633 -8.66568 4.86685 0.0169262 0.000964243 -0.0208268 -0.0275525
588 12.6059 -7.4984 6.16657 -0.00628736 -0.000275885 0.0164781 -0.0218184
589 -11.9449 -5.58335 -10.6517 0.00661055 0.0349343 -0.00472341 -0.0251874
590 -0.01299 5.87547 8.70663 0.0300559 -0.00935897 -0.0062583 -0.0349714
591 -8.28059 -4.46455 -12.9469 -0.00439689 -0.00361505 -0.00624984 -0.0271261
592 12.8069 6.34882 6.3938 0.00216262 0.0164387 -0.0150023 -0.0221629
593 -6.13826 -2.83727 -2.61503 0.0297629 -9.61635e-05 0.00507363 -0.0251946
594 -12.1451 7.98076 2.97827 -0.008217 0.011149 0.00624785 -0.019935
595 10.5386 -8.10574 13.2482 0.00709036 0.0288944 0.0136622 -0.0164093
596 -6.95695 1.33696 -7.97276 -0.0143892 0.0104716 -0.00118793 -0.0189224
597 2.3639 -2.56738 0.68384 -0.0272784 -0.0328208 0.0107801 -0.0263157
598 12.9804 5.23534 11.8937 -0.0021448 0.00867485 0.0041817 -0.0135264
599 9.59875 13.2971 10.8431 0.0348879 0.0255238 0.00146679 -0.0167253
600 0.68677 -4.9672 15.3895 -0.00438195 -0.00349645 0.0151308 -0.00781594
601 8.80449 -11.5928 15.2743 -0.00296097 -0.0181506 0.0312165 -0.0141438
602 13.0556 -6.79009 10.3289 -0.0103578 0.00144225 -0.017973 -0.0183536
603 -14.281 8.69261 10.9849 -0.0232884 -0.0248379 0.0122432 -0.0220992
604 -5.46529 0.10485 -14.1195 0.00906949 -0.0225359 -0.00998474 -0.017011
605 0.54599 2.12831 -8.91631 -0.0040239 0.031737 0.0220729 -0.0214509
606 9.94194 -0.77376 -9.96196 0.0169586 -0.00352311 -0.00528688 -0.0199832
607 -0.2586 6.17216 -2.05944 -0.00159651 -0.00414589 0.0017973 -0.0226248
608 -10.4575 -15.6405 -7.30351 -0.0198551 -0.029779 0.00115233 -0.0190982
609 8.54901 3.28548 3.10843 -0.0110981 -0.0103351 -0.0257967 -0.0257818
610 1.61744 -12.4835 5.93578 0.0041433 0.0255884 -0.0182055 -0.0297058
611 -8.76725 6.28744 12.0873 0.0025308 -0.00235816 0.00568856 -0.0177672
612 3.1832 -13.9994 -0.03552 0.00309375 -0.0167409 0.0151518 -0.0199542
613 12.8442 -5.45262 -11.0204 -0.0130831 0.0122482 0.0141889 -0.017397
614 7.78331 1.78908 -9.92116 -0.010566 -0.00246204 0.0179933 -0.0192572
615 -9.45727 -13.5445 -12.205 -0.00253642 0.00239416 -0.0044199 -0.0184314
616 -13.4584 12.408 8.09931 0.00248752 0.0170352 0.0143453 -0.0254195
617 -9.03323 2.84036 -10.7104 0.0126497 0.0121917 0.0145663 -0.0220118
618 1.63189 4.5789 14.6747 0.0133094 -0.00234049 0.0249385 -0.020132
619 11.7813 0.86755 3.09801 -0.0130125 0.0176501 0.0281509 -0.0285783
620 -0.47726 14.5206 7.08494 0.0071168 0.0264059 0.00358012 -0.0113591
621 -11.2758 -7.83223 -9.81755 -0.00823561 0.00260323 0.0230822 -0.0345281
622 11.3492 -16.0897 -3.93335 -0.00454231 -0.0128874 0.00294072 -0.00637017
